,reviewtext,Rooms,Location,Cleanliness,Checkin,Service
746,This hotel is the worst of the worst We checked into this hotel on Saturday the 3rd of September. My boyfriend had to attend an event at Universal Studios on Monday so we came up early. We called the night before to make a reservation and mentioned that we had rooms under a particular reservation. First they said they didn't have the reservation. We figured we'd sort it out when we got to the hotel and just booked a room.We got there and of course they charged us the more expensive rate. ,,,,-1.0,-1.0
747,"The staff here is great and always waiting to assist you, but you will be handing out tips like candy.The room was average size, high quality beds, sheets, towels. The room has 3 phones and nice furniture, and a room safe. They have HBO, and most kids channels. They have a nice shuttle every 30 minutes to Universal Studios. T",1.0,1.0,,,1.0
748,"The best location There are two hotels on site at Universal Studios: the Hilton, and the Sheraton. The Hilton is closer. it was a five minute walk to Universal Studios and a shuttle that ran often. Continental breakfast was adequate. The only negative the walls are a little thin we could hear the children next door, but overall a good place to stay while visiting Universal or LA.",1.0,-1.0,,,
749,Hotel self-parking was very convenient. The valet staff was great as the held my car by the entrance if I was running back out. ,,1.0,,,1.0
750,Great place to stay Great place to stay. The shuttle works to universal city walk/studios is a great idea. Gets very crowded after 9:00 pm. We walked back to the hotel (no more than 10 mins.) Rooms were well kept and service was what you would expected. Food as a little high priced but I thought it was worth it.,1.0,1.0,,,1.0
751,The service in the lounge was excellent. We had our new grandson visit and they were very kind to him. The room was clean and very comfortable. I normally stay at a Ritz or other 5 stars and stayed at the Hilton due to the location close to children. We were delighted we stayed there and will again. We highly recommend the hotel!!!,1.0,1.0,1.0,,1.0
752,"There is a free continental breakfast, which includes muffins, cereal , toast and coffee/tea.This hotel has excellent access to public transportation around the city and to the airport. ",,1.0,,,
753,"WONDERFUL HOTEL! We would stay again....       Sleeping area, king size bed",1.0,1.0,,,
754,"The bathroom was to be expected of a hotel of this caliber. The hallways are dark and dingy, and the lobby too small. The free internet connection was enjoyable though.I do not recommend eating at the restaurant. The Seafood Buffet made us feel ill with badly prepared, very basic food. ",,-1.0,-1.0,,
755,"Overall good, clean and comfortable hotel. If you are coming to Universal Studios its good, but otherwise stay in the LA Area. The Wyndham in Sunset is better and for about the same price, closer to attractions to. hope this helps",1.0,,1.0,,
756,Staff were friendly,,,,1.0,1.0
757,"The dining room was not nearly large enough for all the guests, but the staff was great about refilling food. ",,-1.0,,,1.0
758,the only thing about the shower was that the drain was a little slow..so the shower kinda filled up with water. we almost overflowed onto the floor oopps! ,,-1.0,-1.0,,
759,"The room was very, very worn and shabby",-1.0,,-1.0,,
760,I would stay at this hotel again in a heartbeat.       Executive Floor Bedroom,1.0,,,,
761,This is not a hotel that you would want to spend much time in since the location is industrial with some scary characters around,,-1.0,,,
762,"Best Location for Universal!       King, Corner Room",1.0,,,,
763,Great location and nice rooms .The beds were super comfortable. The bathroom was quite large. ,1.0,,1.0,,
764,"Great Location to Universal and Hollywood Good hotel at a great location. The staff was very helpful. The only negative i found was the $14 per day parking fee, but I guess that is OK for L.A.I would recommend this hotel and would stay there again.",1.0,1.0,,,1.0
765,"The location is great, so pick your poison I guess. ",,1.0,,,
766,"Fantastic hotel Had a great experience at the Hilton... the upper floor rooms on the corner facing the valley have SPECTAULAR views! Great room service, REALLY comfy beds, super service, STRONG drinks in the bar WOW!!! First rate all the way.",1.0,,1.0,,1.0
767,Overpriced but well located to Universal Theme Park       Sofa,,1.0,,,
768,Great location and nice rooms. We only stayed here because of the proximity to Universal. We would definately stay here again,1.0,1.0,,,
769,The service was absolutely horrible.,,,,-1.0,-1.0
770,"The bedspread had several cigarette burns in it, too. . The bathroom had hair in the tub and sink",-1.0,,-1.0,,
771,The room was seedy looking as well,-1.0,,-1.0,,
772,Slept well despite this.Bathroom spacious and clean,1.0,,1.0,,
773,"The rooms are small and furnished in IKEA decor, but it was clean, comfortable and felt very safe",1.0,,1.0,,
774,"The bed was great, with the bathroon well up to standard",1.0,,1.0,,
775,Upscale Place       Hotel from Universal Studios entrance,,1.0,,,
776,The rooms are a bit on the small side and the buffet breakfast was a bit of a let down,-1.0,,,,-1.0
777,"Great location and nice rooms This hotel is so close to Universal Studios that we walked back to the hotel for an afternoon swim. They left us a welcome basket with grapes, oranges, bananas, oreos, and bottled water. The hotel staff called us on our first night to welcome us and make sure we had everything we needed. ",1.0,1.0,,,1.0
778,"When we arrived the hotel staff were very friendly, it was very clean and very well maintained",,,1.0,,1.0
779,A Good Hotel perfectly located for Universal City A good hotel with reasonable rooms at a reasonable price. ,1.0,1.0,,,
780,"Fantastic!! We stayed at the Hilton June 25, 26  27. We loved it. Rooms were big with a nice sized bathroom. Bed was the most comfortable of any of the other hotels we stayed at. They gave us a complimentary fruit basket our first night, which was a pleasant surprise. We would definately stay here again if we go to LA.",1.0,,,,1.0
781,The hotel is nice... and nicely located. ,1.0,1.0,,,
782,"First Time at a Hilton Hotel Stayed here for one night. Most comfortable bed I've ever slept in a hotel. Average size room. Nice view of Universal City and Mountains. Very clean. Clean average size bathroom. Nothing fancy or special about this hotel but I paid $102 bucks so not bad. Nice staff. I'll be staying at the Hilton Cancun next month, I also joined Hilton Honers because it has its perks. Oh yeah,",1.0,1.0,1.0,,1.0
783,"Second visit We stay in this hotel when we visit Universal Studios. It is pricey, but it is a high-quality hotel. It is better to be a Hilton Honors Member as they have a shorter check in line.The staff here is great and always waiting to assist you, but you will be handing out tips like candy.",,1.0,,,1.0
784,"The biggest plus point for us was the Universal Studios Package on offer, which included the cost of two tickets to Universal Studios and the room rate. This deal saved us 40 dollars off the cost of 2 tickets bought at the Universal ticket office, and those tickets would have been for one day, whereas ours from the hotel were for 2 days. Definitely worth buying. We had a great time here.",,1.0,,,1.0
